Date,Close,High,Low,Open,Volume
,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA
2015-01-02,10.874141693115234,11.216513663459699,10.761720435155153,11.088762942803715,5658400
2015-01-05,10.710620880126953,10.797491416687519,10.480670147815387,10.608420879542058,8603000
2015-01-06,11.139862060546875,11.308492966910709,10.766830203236058,10.766830203236058,9879900
2015-01-07,11.548665046691895,11.655975181459642,11.226732693067403,11.405583892340939,6130900
2015-01-08,11.671308517456055,11.691748130491394,11.298276563948098,11.635538463648562,4667300
2015-01-09,11.420916557312012,11.67641804192901,11.390256652063,11.543557152968873,3577300
2015-01-12,11.569104194641113,11.57421434009267,11.206292639525984,11.298273308332801,4735200
2015-01-13,11.502673149108887,11.819494339413305,11.502673149108887,11.59976395404885,6096400
2015-01-14,10.577759742736816,11.242063080347656,10.572649597104656,11.139862117025702,10902600
2015-01-15,10.700400352478027,10.863921114653788,10.450009063563817,10.628859288030664,5822800
2015-01-16,11.180744171142578,11.35448525295446,10.654411753883746,10.756611759580816,4004300
2015-01-19,11.063211441040039,11.078541877325662,10.884360249683432,10.961011456450965,2139300
2015-01-20,11.10920238494873,11.282943440412323,10.996782103332551,11.282943440412323,2060900
2015-01-21,11.282942771911621,11.385143730715146,10.991671306380326,11.175632642362439,2841600
2015-01-22,11.19607162475586,11.686634835121986,11.119421397259424,11.420913136784522,4077500
2015-01-23,10.48577880859375,11.686635711639259,10.460228081071577,11.42091399337222,7374000
2015-01-26,10.005435943603516,10.276267809842551,10.000325798052522,10.22516732899322,5010900
2015-01-27,9.709053993225098,9.984995995606464,9.494432760704226,9.898125473522764,5926800
2015-01-28,9.652841567993164,9.887903338170027,9.530201025811476,9.565971062115253,4019900
2015-01-29,9.223601341247559,9.816364587822614,9.152061251900415,9.7090544538019,8705800
2015-01-30,9.509764671325684,9.545534719848554,9.01920136036149,9.044752091206915,7360500
2015-02-02,10.08719539642334,10.128075582415166,9.530202253121875,9.683503681586611,6374000
2015-02-03,10.664628982543945,10.843479184789317,10.28648604866958,10.393797144677306,10130700
2015-02-04,10.501110076904297,10.817932330056566,10.301819241251227,10.649301398043793,7812700
2015-02-05,10.450007438659668,10.817929096345845,10.43978714894771,10.506217082754482,4582200
