Date,Close,High,Low,Open,Volume
,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA,PETR4.SA
2015-01-02,2.630869150161743,2.807946920084372,2.628058596141191,2.807946920084372,49559500
2015-01-05,2.4060091972351074,2.583086732369471,2.397576729425054,2.56903315546231,78385100
2015-01-06,2.3273074626922607,2.4818992005738867,2.2598493375254733,2.448170137990493,84723300
2015-01-07,2.436927318572998,2.4537917172313755,2.349793698655436,2.4060090756627837,85531000
2015-01-08,2.594330072402954,2.639302435399031,2.4566029646316774,2.4706568113145244,83306300
2015-01-09,2.673031806945801,2.673031806945801,2.510007810439051,2.5858981621657087,50813100
2015-01-12,2.484710931777954,2.6927070278269136,2.4706570835465684,2.6055736512910688,58728900
2015-01-13,2.5549795627593994,2.6393023728017377,2.487521421947458,2.5015750002421613,65834800
2015-01-14,2.504385471343994,2.5184393157194447,2.4284951406042175,2.495953271940638,55736500
2015-01-15,2.6168160438537598,2.6393020883677836,2.4931425309718347,2.529682420320822,80907800
2015-01-16,2.653355360031128,2.7067599106518907,2.5971402552104026,2.6589770045405827,56978300
2015-01-19,2.577465772628784,2.6814638133017046,2.5718441265116767,2.628059515463388,30873100
2015-01-20,2.6168160438537598,2.7685969783508173,2.571843686770918,2.6983280222307946,72842900
2015-01-21,2.7826499938964844,2.788271637918555,2.619626070022817,2.6561659520020515,48003500
2015-01-22,2.87540602684021,2.9400536164502804,2.802326504224478,2.8388663995597634,74782400
2015-01-23,2.8051371574401855,2.925999871777436,2.7770297302359546,2.8416770540550482,43659400
2015-01-26,2.7629754543304443,2.8023261679826135,2.7151925406295265,2.751732431580511,33202100
2015-01-27,2.850109338760376,2.9147566583899103,2.678652891290197,2.7320574552105197,58750400
2015-01-28,2.560600519180298,2.6814632026243923,2.5156284327047596,2.6505449601861546,106337900
2015-01-29,2.436927318572998,2.5521683589394497,2.3441723217875716,2.543736159610261,111506300
2015-01-30,2.3329296112060547,2.3441726344963683,2.2710928490819198,2.3048219189528605,87497200
2015-02-02,2.470656394958496,2.4706563949584956,2.2851464005606568,2.3779013977595764,57585100
2015-02-03,2.802326202392578,2.810758402544866,2.5324933850260787,2.5324933850260787,98061700
2015-02-04,2.8163797855377197,3.029997200500942,2.687084900348377,2.8950809384189067,117595000
2015-02-05,2.7629754543304443,2.892270349982079,2.72643556337946,2.7714076543791926,78992700
2015-02-06,2.5634117126464844,2.757354198713434,2.4931427503434946,2.754543375888158,117747100
2015-02-09,2.6421122550964355,2.661787742199444,2.450980904780428,2.4734669459940757,72534200
2015-02-10,2.504385471343994,2.754543043451703,2.498764094426685,2.5915190920279603,75478700
2015-02-11,2.552168846130371,2.5830870949426594,2.4762785015711772,2.5128181283244118,48681100
2015-02-12,2.656167507171631,2.6814643839726298,2.605574021624531,2.628060074768775,61706000
2015-02-13,2.819190502166748,2.838865992560218,2.7151924771476637,2.720814122418598,72282500
2015-02-18,2.8220012187957764,2.9063240183086654,2.813569019260924,2.8557302849899737,42896700
2015-02-19,2.729246139526367,2.802325914826465,2.712381472897582,2.799515092379204,38492400
2015-02-20,2.709571123123169,2.7826506358872134,2.678652609977994,2.7601645907206147,35272700
2015-02-23,2.6702206134796143,2.6955174832329294,2.639302366033797,2.684274459793103,41168500
2015-02-24,2.7826499938964844,2.7826499938964844,2.6955166559923214,2.7123810519490505,48578000
2015-02-25,2.6421122550964355,2.6421122550964355,2.529682049028196,2.5577897345726335,96303900
2015-02-26,2.594330072402954,2.675842329552502,2.5746548478798656,2.6421129902917366,44179900
2015-02-27,2.684274196624756,2.7095710638979464,2.557790128313599,2.614005240001358,46969600
2015-03-02,2.6477339267730713,2.7292458940280913,2.6055726660757283,2.6533553031071633,38009000
2015-03-03,2.6898953914642334,2.7545429665649026,2.675841815535842,2.7236244561909735,42133600
2015-03-04,2.6055731773376465,2.6561666464908864,2.588708508916693,2.644923623561854,48308500
2015-03-05,2.5971405506134033,2.6364912624911074,2.5746545061275135,2.6168160405796526,52913800
2015-03-06,2.5999507904052734,2.6280584737396566,2.5774647509596607,2.585896948738082,27181900
2015-03-09,2.5071964263916016,2.5802762065640223,2.501574781122277,2.5662223614455106,37625700
2015-03-10,2.394766092300415,2.524060710938675,2.3919552697939865,2.481899445561398,72090500
2015-03-11,2.4566028118133545,2.481899680657867,2.4116307196696942,2.4369275885142065,44035300
2015-03-12,2.3807129859924316,2.5521691912248636,2.372280515858555,2.521250938231928,63029900
2015-03-13,2.3441720008850098,2.358225843212963,2.2935782757262766,2.318875138305643,72933500
2015-03-16,2.358226776123047,2.3891450270319488,2.3020113845725305,2.386334203843452,53380500
2015-03-17,2.4903318881988525,2.5100073796103137,2.3385509427430278,2.346983411085717,63896300
2015-03-18,2.5858969688415527,2.6111938304282156,2.43692688934255,2.4875206125158758,65324600
2015-03-19,2.5071964263916016,2.594329783627734,2.4875212040585657,2.5802762065640223,42857200
2015-03-20,2.591519594192505,2.6280594894271796,2.518439803723155,2.5521688759271233,65339300
2015-03-23,2.6224374771118164,2.6533557219669848,2.585897586980363,2.614005277252189,34124600
2015-03-24,2.6477339267730713,2.6561661253015885,2.591518823158361,2.633680083855704,36392400
2015-03-25,2.7545435428619385,2.7798404137132207,2.678652930308091,2.712382002091523,84659600
